"rownames(HR_result)"	"beta"	"HR"	"HR_CI.95..CI.for.HR."	"Likelihood.test"	"p.value"
"2772"	"P53420"	"0.055"	"1.1"	" (0.69-1.6)"	"0.065"	"0.8"
"2773"	"P53582"	"0.17"	"1.2"	" (0.82-1.7)"	"0.83"	"0.36"
"2774"	"P53597"	"-0.19"	"0.83"	" (0.57-1.2)"	"0.98"	"0.32"
"2775"	"P53602"	"0.0016"	"1"	" (0.69-1.5)"	"7.4e-05"	"0.99"
"2776"	"P53609"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.33"	"0.57"
"2777"	"P53611"	"0.27"	"1.3"	" (0.91-1.9)"	"2.1"	"0.15"
"2778"	"P53618"	"0.11"	"1.1"	" (0.77-1.6)"	"0.34"	"0.56"
"2779"	"P53621"	"0.046"	"1"	" (0.72-1.5)"	"0.06"	"0.81"
"2780"	"P53634"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.28"
"2781"	"P53667"	"0.018"	"1"	" (0.7-1.5)"	"0.0089"	"0.92"
"2782"	"P53671"	"0.17"	"1.2"	" (0.82-1.7)"	"0.85"	"0.36"
"2783"	"P53675"	"0.26"	"1.3"	" (0.89-1.9)"	"1.8"	"0.18"
"2784"	"P53677"	"0.051"	"1.1"	" (0.73-1.5)"	"0.072"	"0.79"
"2785"	"P53680"	"-0.023"	"0.98"	" (0.67-1.4)"	"0.014"	"0.9"
"2786"	"P53701"	"-0.18"	"0.84"	" (0.58-1.2)"	"0.9"	"0.34"
"2787"	"P53801"	"0.49"	"1.6"	" (1.1-2.4)"	"6.7"	"0.0096"
"2788"	"P53803"	"0.058"	"1.1"	" (0.72-1.6)"	"0.088"	"0.77"
"2789"	"P53805"	"0.16"	"1.2"	" (0.76-1.8)"	"0.52"	"0.47"
"2790"	"P53814"	"0.17"	"1.2"	" (0.82-1.7)"	"0.8"	"0.37"
"2791"	"P53985"	"0.15"	"1.2"	" (0.8-1.7)"	"0.63"	"0.43"
"2792"	"P53990"	"0.03"	"1"	" (0.71-1.5)"	"0.024"	"0.88"
"2793"	"P53992"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.28"
"2794"	"P53999"	"-0.4"	"0.67"	" (0.46-0.97)"	"4.4"	"0.035"
"2795"	"P54098"	"0.12"	"1.1"	" (0.76-1.7)"	"0.36"	"0.55"
"2796"	"P54105"	"-0.0012"	"1"	" (0.69-1.4)"	"3.8e-05"	"1"
"2797"	"P54108"	"0.37"	"1.5"	" (0.99-2.1)"	"3.7"	"0.054"
"2798"	"P54132"	"-0.13"	"0.88"	" (0.6-1.3)"	"0.44"	"0.5"
"2799"	"P54136"	"0.017"	"1"	" (0.7-1.5)"	"0.0077"	"0.93"
"2800"	"P54198"	"-0.039"	"0.96"	" (0.66-1.4)"	"0.043"	"0.84"
"2801"	"P54252"	"0.32"	"1.4"	" (0.95-2)"	"2.8"	"0.095"
"2802"	"P54253"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.31"	"0.58"
"2803"	"P54259"	"-0.064"	"0.94"	" (0.63-1.4)"	"0.096"	"0.76"
"2804"	"P54278"	"0.014"	"1"	" (0.7-1.5)"	"0.0058"	"0.94"
"2805"	"P54289"	"-0.36"	"0.7"	" (0.48-1)"	"3.5"	"0.06"
"2806"	"P54315"	"0.14"	"1.1"	" (0.79-1.7)"	"0.52"	"0.47"
"2807"	"P54317"	"-0.18"	"0.83"	" (0.57-1.2)"	"0.94"	"0.33"
"2808"	"P54577"	"0.17"	"1.2"	" (0.82-1.7)"	"0.84"	"0.36"
"2809"	"P54578"	"0.03"	"1"	" (0.71-1.5)"	"0.024"	"0.88"
"2810"	"P54619"	"-0.11"	"0.89"	" (0.62-1.3)"	"0.36"	"0.55"
"2811"	"P54652"	"-0.063"	"0.94"	" (0.65-1.4)"	"0.11"	"0.74"
"2812"	"P54687"	"0.43"	"1.5"	" (1.1-2.2)"	"5.2"	"0.023"
"2813"	"P54709"	"0.32"	"1.4"	" (0.95-2)"	"2.9"	"0.089"
"2814"	"P54710"	"0.16"	"1.2"	" (0.8-1.7)"	"0.65"	"0.42"
"2815"	"P54725"	"-0.27"	"0.76"	" (0.53-1.1)"	"2"	"0.16"
"2816"	"P54727"	"0.021"	"1"	" (0.71-1.5)"	"0.013"	"0.91"
"2817"	"P54750"	"-0.27"	"0.77"	" (0.52-1.1)"	"1.8"	"0.18"
"2818"	"P54753"	"-0.3"	"0.74"	" (0.51-1.1)"	"2.6"	"0.11"
"2819"	"P54760"	"0.091"	"1.1"	" (0.76-1.6)"	"0.23"	"0.63"
"2820"	"P54764"	"0.15"	"1.2"	" (0.78-1.7)"	"0.55"	"0.46"
"2821"	"P54802"	"0.097"	"1.1"	" (0.76-1.6)"	"0.26"	"0.61"
"2822"	"P54803"	"0.35"	"1.4"	" (0.98-2.1)"	"3.4"	"0.064"
"2823"	"P54819"	"-0.055"	"0.95"	" (0.65-1.4)"	"0.083"	"0.77"
"2824"	"P54821"	"-0.25"	"0.78"	" (0.52-1.2)"	"1.4"	"0.23"
"2825"	"P54849"	"-0.051"	"0.95"	" (0.66-1.4)"	"0.073"	"0.79"
"2826"	"P54852"	"0.015"	"1"	" (0.68-1.5)"	"0.0055"	"0.94"
"2827"	"P54868"	"-0.11"	"0.89"	" (0.62-1.3)"	"0.35"	"0.55"
"2828"	"P54886"	"-0.13"	"0.88"	" (0.6-1.3)"	"0.49"	"0.49"
"2829"	"P54920"	"-0.023"	"0.98"	" (0.67-1.4)"	"0.015"	"0.9"
"2830"	"P54922"	"0.035"	"1"	" (0.71-1.5)"	"0.034"	"0.85"
"2831"	"P55001"	"-0.43"	"0.65"	" (0.45-0.95)"	"5.1"	"0.024"
"2832"	"P55008"	"-0.056"	"0.95"	" (0.65-1.4)"	"0.087"	"0.77"
"2833"	"P55010"	"0.19"	"1.2"	" (0.84-1.8)"	"1"	"0.31"
"2834"	"P55011"	"-0.39"	"0.67"	" (0.46-0.98)"	"4.3"	"0.038"
"2835"	"P55036"	"0.023"	"1"	" (0.71-1.5)"	"0.014"	"0.91"
"2836"	"P55039"	"0.089"	"1.1"	" (0.75-1.6)"	"0.22"	"0.64"
"2837"	"P55040"	"-0.12"	"0.89"	" (0.6-1.3)"	"0.39"	"0.53"
"2838"	"P55042"	"0.029"	"1"	" (0.69-1.5)"	"0.021"	"0.88"
"2839"	"P55058"	"0.26"	"1.3"	" (0.89-1.9)"	"1.9"	"0.17"
"2840"	"P55060"	"0.3"	"1.4"	" (0.93-2)"	"2.6"	"0.11"
"2841"	"P55061"	"-0.19"	"0.83"	" (0.54-1.3)"	"0.76"	"0.38"
"2842"	"P55064"	"0.0043"	"1"	" (0.67-1.5)"	"0.00044"	"0.98"
"2843"	"P55072"	"0.062"	"1.1"	" (0.73-1.5)"	"0.11"	"0.74"
"2844"	"P55081"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.32"	"0.57"
"2845"	"P55083"	"-0.49"	"0.61"	" (0.42-0.89)"	"6.6"	"0.01"
"2846"	"P55084"	"-0.091"	"0.91"	" (0.63-1.3)"	"0.23"	"0.63"
"2847"	"P55145"	"0.39"	"1.5"	" (1-2.1)"	"4.2"	"0.041"
"2848"	"P55160"	"0.3"	"1.4"	" (0.93-2)"	"2.5"	"0.12"
"2849"	"P55196"	"-0.13"	"0.88"	" (0.61-1.3)"	"0.45"	"0.5"
"2850"	"P55198"	"-0.13"	"0.88"	" (0.61-1.3)"	"0.47"	"0.49"
"2851"	"P55199"	"0.3"	"1.3"	" (0.91-2)"	"2.2"	"0.14"
"2852"	"P55201"	"0.27"	"1.3"	" (0.89-1.9)"	"1.8"	"0.18"
"2853"	"P55209"	"0.19"	"1.2"	" (0.83-1.8)"	"1"	"0.31"
"2854"	"P55210"	"0.15"	"1.2"	" (0.8-1.7)"	"0.63"	"0.43"
"2855"	"P55211"	"0.48"	"1.6"	" (1.1-2.4)"	"6"	"0.014"
"2856"	"P55212"	"0.16"	"1.2"	" (0.81-1.7)"	"0.68"	"0.41"
"2857"	"P55259"	"-0.44"	"0.64"	" (0.44-0.94)"	"5.4"	"0.021"
"2858"	"P55263"	"0.3"	"1.4"	" (0.93-2)"	"2.5"	"0.11"
"2859"	"P55265"	"0.33"	"1.4"	" (0.96-2)"	"3"	"0.081"
"2860"	"P55268"	"-0.38"	"0.68"	" (0.47-0.99)"	"4.1"	"0.043"
"2861"	"P55285"	"-0.37"	"0.69"	" (0.48-1)"	"3.8"	"0.053"
"2862"	"P55287"	"-0.46"	"0.63"	" (0.44-0.92)"	"5.7"	"0.017"
"2863"	"P55290"	"-0.19"	"0.83"	" (0.57-1.2)"	"1"	"0.31"
"2864"	"P55327"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.33"	"0.56"
"2865"	"P55345"	"-0.096"	"0.91"	" (0.63-1.3)"	"0.26"	"0.61"
"2866"	"P55735"	"-0.016"	"0.98"	" (0.68-1.4)"	"0.0076"	"0.93"
"2867"	"P55769"	"0.29"	"1.3"	" (0.92-1.9)"	"2.4"	"0.12"
"2868"	"P55774"	"0.018"	"1"	" (0.68-1.5)"	"0.0077"	"0.93"
"2869"	"P55786"	"0.34"	"1.4"	" (0.97-2)"	"3.2"	"0.071"
"2870"	"P55789"	"-0.11"	"0.89"	" (0.62-1.3)"	"0.36"	"0.55"
"2871"	"P55795"	"-0.045"	"0.96"	" (0.66-1.4)"	"0.057"	"0.81"
"2872"	"P55809"	"-0.28"	"0.75"	" (0.52-1.1)"	"2.2"	"0.13"
"2873"	"P55854"	"0.46"	"1.6"	" (1.1-2.3)"	"5.9"	"0.016"
"2874"	"P55884"	"0.25"	"1.3"	" (0.88-1.9)"	"1.7"	"0.19"
"2875"	"P55899"	"-0.0093"	"0.99"	" (0.68-1.4)"	"0.0024"	"0.96"
"2876"	"P55957"	"0.6"	"1.8"	" (1.3-2.7)"	"9.9"	"0.0016"
"2877"	"P56134"	"0.38"	"1.5"	" (1-2.1)"	"4"	"0.046"
"2878"	"P56159"	"-0.31"	"0.73"	" (0.48-1.1)"	"2"	"0.15"
"2879"	"P56181"	"-0.0038"	"1"	" (0.69-1.4)"	"0.00041"	"0.98"
"2880"	"P56182"	"0.14"	"1.1"	" (0.79-1.7)"	"0.52"	"0.47"
"2881"	"P56192"	"-0.033"	"0.97"	" (0.67-1.4)"	"0.031"	"0.86"
"2882"	"P56199"	"-0.4"	"0.67"	" (0.46-0.97)"	"4.4"	"0.035"
"2883"	"P56211"	"-0.031"	"0.97"	" (0.67-1.4)"	"0.026"	"0.87"
"2884"	"P56270"	"-0.34"	"0.71"	" (0.49-1)"	"3.2"	"0.074"
"2885"	"P56277"	"-0.29"	"0.75"	" (0.51-1.1)"	"2.2"	"0.14"
"2886"	"P56377"	"-0.013"	"0.99"	" (0.68-1.4)"	"0.005"	"0.94"
"2887"	"P56378"	"0.22"	"1.2"	" (0.82-1.9)"	"1.1"	"0.3"
"2888"	"P56385"	"-0.15"	"0.86"	" (0.59-1.2)"	"0.63"	"0.43"
"2889"	"P56470"	"-0.082"	"0.92"	" (0.64-1.3)"	"0.19"	"0.67"
"2890"	"P56524"	"-0.2"	"0.82"	" (0.57-1.2)"	"1.1"	"0.29"
"2891"	"P56537"	"0.076"	"1.1"	" (0.74-1.6)"	"0.16"	"0.69"
"2892"	"P56545"	"0.25"	"1.3"	" (0.89-1.9)"	"1.8"	"0.18"
"2893"	"P56556"	"-0.21"	"0.81"	" (0.56-1.2)"	"1.2"	"0.27"
"2894"	"P56559"	"0.62"	"1.9"	" (1.3-2.7)"	"9.8"	"0.0018"
"2895"	"P56589"	"0.14"	"1.2"	" (0.79-1.7)"	"0.55"	"0.46"
"2896"	"P56705"	"-0.18"	"0.83"	" (0.57-1.2)"	"0.84"	"0.36"
"2897"	"P56856"	"-0.2"	"0.82"	" (0.57-1.2)"	"1.1"	"0.3"
"2898"	"P56937"	"0.044"	"1"	" (0.72-1.5)"	"0.054"	"0.82"
"2899"	"P56945"	"-0.11"	"0.89"	" (0.62-1.3)"	"0.35"	"0.55"
"2900"	"P56962"	"0.013"	"1"	" (0.7-1.5)"	"0.0045"	"0.95"
"2901"	"P57060"	"0.48"	"1.6"	" (1.1-2.4)"	"5.3"	"0.021"
"2902"	"P57076"	"0.19"	"1.2"	" (0.83-1.8)"	"0.99"	"0.32"
"2903"	"P57081"	"0.24"	"1.3"	" (0.88-1.8)"	"1.6"	"0.2"
"2904"	"P57088"	"0.12"	"1.1"	" (0.78-1.6)"	"0.43"	"0.51"
"2905"	"P57105"	"-0.15"	"0.86"	" (0.59-1.2)"	"0.65"	"0.42"
"2906"	"P57678"	"0.38"	"1.5"	" (1-2.1)"	"4"	"0.045"
"2907"	"P57721"	"-0.18"	"0.83"	" (0.56-1.2)"	"0.77"	"0.38"
"2908"	"P57735"	"0.063"	"1.1"	" (0.73-1.5)"	"0.11"	"0.74"
"2909"	"P57737"	"0.37"	"1.4"	" (0.99-2.1)"	"3.7"	"0.056"
"2910"	"P57740"	"0.15"	"1.2"	" (0.8-1.7)"	"0.6"	"0.44"
"2911"	"P57764"	"0.45"	"1.6"	" (1.1-2.3)"	"5.7"	"0.017"
"2912"	"P57768"	"0.13"	"1.1"	" (0.78-1.7)"	"0.46"	"0.5"
"2913"	"P57772"	"-0.055"	"0.95"	" (0.65-1.4)"	"0.084"	"0.77"
"2914"	"P58107"	"0.38"	"1.5"	" (1-2.1)"	"3.9"	"0.048"
"2915"	"P58215"	"0.14"	"1.1"	" (0.79-1.7)"	"0.51"	"0.47"
"2916"	"P58335"	"0.12"	"1.1"	" (0.78-1.6)"	"0.38"	"0.54"
"2917"	"P58397"	"0.0091"	"1"	" (0.7-1.5)"	"0.0023"	"0.96"
"2918"	"P58499"	"-0.39"	"0.67"	" (0.46-0.99)"	"4"	"0.044"
"2919"	"P58546"	"0.22"	"1.2"	" (0.86-1.8)"	"1.3"	"0.25"
"2920"	"P59190"	"0.07"	"1.1"	" (0.74-1.6)"	"0.14"	"0.71"
"2921"	"P59665"	"0.5"	"1.7"	" (1.1-2.5)"	"6.1"	"0.014"
"2922"	"P59768"	"-0.33"	"0.72"	" (0.49-1)"	"3.1"	"0.081"
"2923"	"P59998"	"0.37"	"1.4"	" (0.99-2.1)"	"3.7"	"0.055"
"2924"	"P60002"	"-0.59"	"0.55"	" (0.38-0.81)"	"9.2"	"0.0025"
"2925"	"P60033"	"-0.53"	"0.59"	" (0.4-0.85)"	"7.8"	"0.0051"
"2926"	"P60059"	"0.14"	"1.1"	" (0.75-1.8)"	"0.38"	"0.54"
"2927"	"P60174"	"0.33"	"1.4"	" (0.96-2)"	"3"	"0.085"
"2928"	"P60228"	"0.5"	"1.6"	" (1.1-2.4)"	"6.8"	"0.009"
"2929"	"P60468"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.52"	"0.47"
"2930"	"P60484"	"-0.32"	"0.73"	" (0.5-1.1)"	"2.8"	"0.093"
"2931"	"P60510"	"0.49"	"1.6"	" (1.1-2.4)"	"6.7"	"0.0096"
"2932"	"P60520"	"-0.017"	"0.98"	" (0.68-1.4)"	"0.0078"	"0.93"
"2933"	"P60602"	"0.12"	"1.1"	" (0.78-1.6)"	"0.38"	"0.54"
"2934"	"P60604"	"0.084"	"1.1"	" (0.75-1.6)"	"0.2"	"0.66"
"2935"	"P60660"	"0.28"	"1.3"	" (0.91-1.9)"	"2.2"	"0.14"
"2936"	"P60709"	"0.36"	"1.4"	" (0.97-2.1)"	"3.3"	"0.067"
"2937"	"P60842"	"0.31"	"1.4"	" (0.94-2)"	"2.6"	"0.11"
"2938"	"P60866"	"0.32"	"1.4"	" (0.95-2)"	"2.8"	"0.093"
"2939"	"P60891"	"-0.067"	"0.94"	" (0.65-1.4)"	"0.12"	"0.73"
"2940"	"P60900"	"0.33"	"1.4"	" (0.96-2)"	"3"	"0.085"
"2941"	"P60903"	"0.33"	"1.4"	" (0.96-2)"	"3.1"	"0.079"
"2942"	"P60953"	"0.3"	"1.3"	" (0.93-2)"	"2.5"	"0.11"
"2943"	"P60981"	"-0.11"	"0.89"	" (0.62-1.3)"	"0.35"	"0.55"
"2944"	"P60983"	"-0.069"	"0.93"	" (0.64-1.4)"	"0.13"	"0.71"
"2945"	"P61006"	"0.037"	"1"	" (0.72-1.5)"	"0.037"	"0.85"
"2946"	"P61009"	"0.12"	"1.1"	" (0.78-1.6)"	"0.43"	"0.51"
"2947"	"P61011"	"0.3"	"1.3"	" (0.93-2)"	"2.5"	"0.12"
"2948"	"P61018"	"0.11"	"1.1"	" (0.77-1.6)"	"0.35"	"0.55"
"2949"	"P61019"	"0.052"	"1.1"	" (0.73-1.5)"	"0.074"	"0.79"
"2950"	"P61020"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.4"	"0.23"
"2951"	"P61026"	"0.16"	"1.2"	" (0.81-1.7)"	"0.68"	"0.41"
"2952"	"P61081"	"0.037"	"1"	" (0.72-1.5)"	"0.038"	"0.84"
"2953"	"P61086"	"0.18"	"1.2"	" (0.83-1.7)"	"0.9"	"0.34"
"2954"	"P61088"	"0.059"	"1.1"	" (0.73-1.5)"	"0.098"	"0.75"
"2955"	"P61106"	"-0.098"	"0.91"	" (0.63-1.3)"	"0.27"	"0.61"
"2956"	"P61158"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.3"
"2957"	"P61160"	"0.25"	"1.3"	" (0.89-1.9)"	"1.8"	"0.18"
"2958"	"P61163"	"-0.18"	"0.84"	" (0.58-1.2)"	"0.86"	"0.36"
"2959"	"P61201"	"0.3"	"1.3"	" (0.93-2)"	"2.5"	"0.12"
"2960"	"P61204"	"0.4"	"1.5"	" (0.95-2.3)"	"3.1"	"0.08"
"2961"	"P61218"	"-0.16"	"0.86"	" (0.57-1.3)"	"0.55"	"0.46"
"2962"	"P61221"	"0.36"	"1.4"	" (0.99-2.1)"	"3.6"	"0.057"
"2963"	"P61224"	"-0.062"	"0.94"	" (0.65-1.4)"	"0.11"	"0.74"
"2964"	"P61225"	"0.33"	"1.4"	" (0.96-2)"	"3"	"0.082"
"2965"	"P61244"	"0.16"	"1.2"	" (0.81-1.7)"	"0.7"	"0.4"
"2966"	"P61247"	"0.43"	"1.5"	" (1.1-2.2)"	"5.1"	"0.024"
"2967"	"P61254"	"0.31"	"1.4"	" (0.94-2)"	"2.7"	"0.098"
"2968"	"P61278"	"-0.38"	"0.69"	" (0.47-1)"	"3.9"	"0.048"
"2969"	"P61289"	"0.0043"	"1"	" (0.69-1.5)"	"0.00051"	"0.98"
"2970"	"P61313"	"0.29"	"1.3"	" (0.92-1.9)"	"2.3"	"0.13"
"2971"	"P61353"	"0.33"	"1.4"	" (0.96-2)"	"3.1"	"0.08"
"2972"	"P61421"	"0.26"	"1.3"	" (0.89-1.9)"	"1.8"	"0.18"
"2973"	"P61457"	"-0.32"	"0.73"	" (0.5-1.1)"	"2.8"	"0.096"
"2974"	"P61513"	"0.0033"	"1"	" (0.69-1.5)"	"0.00031"	"0.99"
"2975"	"P61586"	"-0.014"	"0.99"	" (0.68-1.4)"	"0.0056"	"0.94"
"2976"	"P61587"	"0.24"	"1.3"	" (0.85-1.9)"	"1.4"	"0.24"
"2977"	"P61599"	"0.42"	"1.5"	" (1-2.3)"	"3.8"	"0.052"
"2978"	"P61601"	"-0.092"	"0.91"	" (0.63-1.3)"	"0.23"	"0.63"
"2979"	"P61604"	"0.04"	"1"	" (0.72-1.5)"	"0.045"	"0.83"
"2980"	"P61619"	"0.11"	"1.1"	" (0.77-1.6)"	"0.35"	"0.55"
"2981"	"P61626"	"0.14"	"1.1"	" (0.79-1.7)"	"0.53"	"0.47"
"2982"	"P61758"	"0.099"	"1.1"	" (0.76-1.6)"	"0.27"	"0.6"
"2983"	"P61764"	"-0.32"	"0.73"	" (0.5-1.1)"	"2.8"	"0.095"
"2984"	"P61769"	"0.45"	"1.6"	" (1.1-2.3)"	"5.4"	"0.02"
"2985"	"P61803"	"0.25"	"1.3"	" (0.88-1.9)"	"1.7"	"0.19"
"2986"	"P61812"	"0.15"	"1.2"	" (0.78-1.7)"	"0.55"	"0.46"
"2987"	"P61916"	"0.18"	"1.2"	" (0.82-1.7)"	"0.89"	"0.34"
"2988"	"P61923"	"0.16"	"1.2"	" (0.81-1.7)"	"0.71"	"0.4"
"2989"	"P61927"	"0.11"	"1.1"	" (0.77-1.6)"	"0.32"	"0.57"
"2990"	"P61956"	"0.26"	"1.3"	" (0.9-1.9)"	"1.9"	"0.16"
"2991"	"P61960"	"0.049"	"1.1"	" (0.72-1.5)"	"0.067"	"0.8"
"2992"	"P61962"	"0.19"	"1.2"	" (0.84-1.8)"	"1"	"0.31"
"2993"	"P61964"	"0.063"	"1.1"	" (0.73-1.5)"	"0.11"	"0.74"
"2994"	"P61966"	"-0.11"	"0.89"	" (0.62-1.3)"	"0.34"	"0.56"
"2995"	"P61970"	"-0.051"	"0.95"	" (0.66-1.4)"	"0.073"	"0.79"
"2996"	"P61978"	"0.084"	"1.1"	" (0.75-1.6)"	"0.2"	"0.66"
"2997"	"P61981"	"0.14"	"1.2"	" (0.8-1.7)"	"0.58"	"0.45"
"2998"	"P62070"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.29"
"2999"	"P62072"	"-0.15"	"0.86"	" (0.59-1.2)"	"0.62"	"0.43"
"3000"	"P62081"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.22"
"3001"	"P62136"	"0.64"	"1.9"	" (1.3-2.8)"	"11"	"0.00077"
"3002"	"P62140"	"0.27"	"1.3"	" (0.91-1.9)"	"2.1"	"0.15"
"3003"	"P62166"	"-0.071"	"0.93"	" (0.64-1.4)"	"0.14"	"0.71"
"3004"	"P62191"	"0.36"	"1.4"	" (0.99-2.1)"	"3.6"	"0.059"
"3005"	"P62195"	"0.25"	"1.3"	" (0.89-1.9)"	"1.8"	"0.18"
"3006"	"P62241"	"0.31"	"1.4"	" (0.94-2)"	"2.7"	"0.1"
"3007"	"P62244"	"0.26"	"1.3"	" (0.9-1.9)"	"1.9"	"0.16"
"3008"	"P62249"	"0.4"	"1.5"	" (1-2.2)"	"4.4"	"0.036"
"3009"	"P62253"	"0.077"	"1.1"	" (0.75-1.6)"	"0.17"	"0.68"
"3010"	"P62256"	"0.15"	"1.2"	" (0.8-1.7)"	"0.59"	"0.44"
"3011"	"P62258"	"0.0024"	"1"	" (0.69-1.5)"	"0.00016"	"0.99"
"3012"	"P62263"	"0.35"	"1.4"	" (0.98-2.1)"	"3.3"	"0.067"
"3013"	"P62266"	"0.2"	"1.2"	" (0.85-1.8)"	"1.2"	"0.28"
"3014"	"P62269"	"0.32"	"1.4"	" (0.95-2)"	"2.9"	"0.087"
"3015"	"P62273"	"0.17"	"1.2"	" (0.82-1.7)"	"0.79"	"0.37"
"3016"	"P62277"	"0.4"	"1.5"	" (1-2.2)"	"4.5"	"0.033"
"3017"	"P62280"	"0.45"	"1.6"	" (1.1-2.3)"	"5.5"	"0.019"
"3018"	"P62304"	"0.32"	"1.4"	" (0.95-2)"	"2.9"	"0.089"
"3019"	"P62306"	"0.13"	"1.1"	" (0.78-1.6)"	"0.44"	"0.51"
"3020"	"P62310"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.54"	"0.46"
"3021"	"P62312"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.27"
"3022"	"P62314"	"0.082"	"1.1"	" (0.75-1.6)"	"0.19"	"0.66"
"3023"	"P62316"	"0.29"	"1.3"	" (0.92-1.9)"	"2.3"	"0.13"
"3024"	"P62318"	"0.12"	"1.1"	" (0.78-1.6)"	"0.4"	"0.53"
"3025"	"P62328"	"-0.061"	"0.94"	" (0.65-1.4)"	"0.1"	"0.75"
"3026"	"P62330"	"-0.019"	"0.98"	" (0.68-1.4)"	"0.0097"	"0.92"
"3027"	"P62333"	"0.36"	"1.4"	" (0.99-2.1)"	"3.6"	"0.058"
"3028"	"P62341"	"0.28"	"1.3"	" (0.91-1.9)"	"2.2"	"0.14"
"3029"	"P62380"	"-0.2"	"0.82"	" (0.55-1.2)"	"0.98"	"0.32"
"3030"	"P62424"	"0.34"	"1.4"	" (0.97-2)"	"3.3"	"0.071"
"3031"	"P62487"	"0.25"	"1.3"	" (0.88-1.9)"	"1.7"	"0.19"
"3032"	"P62491"	"-0.00015"	"1"	" (0.69-1.4)"	"6.3e-07"	"1"
"3033"	"P62495"	"0.4"	"1.5"	" (1-2.2)"	"4.4"	"0.035"
"3034"	"P62633"	"-0.11"	"0.89"	" (0.62-1.3)"	"0.35"	"0.55"
"3035"	"P62699"	"-0.038"	"0.96"	" (0.65-1.4)"	"0.036"	"0.85"
"3036"	"P62701"	"0.42"	"1.5"	" (1-2.2)"	"4.9"	"0.026"
"3037"	"P62714"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.55"	"0.46"
"3038"	"P62745"	"0.22"	"1.3"	" (0.86-1.8)"	"1.4"	"0.24"
"3039"	"P62750"	"0.041"	"1"	" (0.72-1.5)"	"0.046"	"0.83"
"3040"	"P62753"	"0.34"	"1.4"	" (0.97-2)"	"3.3"	"0.071"
"3041"	"P62760"	"0.38"	"1.5"	" (1-2.1)"	"3.9"	"0.048"
"3042"	"P62805"	"0.27"	"1.3"	" (0.91-1.9)"	"2.1"	"0.15"
"3043"	"P62820"	"-0.06"	"0.94"	" (0.65-1.4)"	"0.1"	"0.75"
"3044"	"P62826"	"0.3"	"1.3"	" (0.93-2)"	"2.5"	"0.12"
"3045"	"P62829"	"0.24"	"1.3"	" (0.87-1.8)"	"1.6"	"0.21"
"3046"	"P62834"	"0.13"	"1.1"	" (0.78-1.6)"	"0.45"	"0.5"
"3047"	"P62841"	"0.41"	"1.5"	" (1-2.2)"	"4.7"	"0.03"
"3048"	"P62847"	"0.29"	"1.3"	" (0.92-1.9)"	"2.4"	"0.12"
"3049"	"P62851"	"0.25"	"1.3"	" (0.88-1.9)"	"1.7"	"0.19"
"3050"	"P62854"	"0.29"	"1.3"	" (0.92-1.9)"	"2.3"	"0.13"
"3051"	"P62857"	"0.15"	"1.2"	" (0.8-1.7)"	"0.6"	"0.44"
"3052"	"P62861"	"0.081"	"1.1"	" (0.72-1.6)"	"0.15"	"0.7"
"3053"	"P62873"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.4"	"0.24"
"3054"	"P62875"	"0.097"	"1.1"	" (0.76-1.6)"	"0.26"	"0.61"
"3055"	"P62877"	"0.2"	"1.2"	" (0.84-1.8)"	"1.1"	"0.29"
"3056"	"P62879"	"0.038"	"1"	" (0.72-1.5)"	"0.041"	"0.84"
"3057"	"P62888"	"0.34"	"1.4"	" (0.97-2)"	"3.3"	"0.071"
"3058"	"P62899"	"0.32"	"1.4"	" (0.95-2)"	"2.8"	"0.093"
"3059"	"P62906"	"0.25"	"1.3"	" (0.88-1.9)"	"1.7"	"0.19"
"3060"	"P62910"	"0.27"	"1.3"	" (0.9-1.9)"	"2"	"0.15"
"3061"	"P62913"	"0.21"	"1.2"	" (0.85-1.8)"	"1.3"	"0.26"
"3062"	"P62917"	"0.29"	"1.3"	" (0.92-1.9)"	"2.4"	"0.12"
"3063"	"P62937"	"0.022"	"1"	" (0.71-1.5)"	"0.013"	"0.91"
"3064"	"P62942"	"-0.19"	"0.83"	" (0.57-1.2)"	"0.98"	"0.32"
"3065"	"P62979"	"0.25"	"1.3"	" (0.88-1.9)"	"1.7"	"0.19"
"3066"	"P62987"	"0.055"	"1.1"	" (0.72-1.5)"	"0.08"	"0.78"
"3067"	"P62993"	"0.51"	"1.7"	" (1.1-2.4)"	"7.1"	"0.0078"
"3068"	"P62995"	"0.096"	"1.1"	" (0.76-1.6)"	"0.26"	"0.61"
