symbol	Entrez	UNIPROT	EV_number of experiment	Colorectal cancer cells	Ovarian cancer cells	Breast cancer cells	Kidney cancer cells	Glioblastoma cells	Lung cancer cells	Stomach cancer cells	Hepatoma cells	Pancreatic cancer cells	Pancreatic adenocarcinoma cells
HIST1H2AB	8335	P04908	22	15	6	1	0	0	0	0	0	0	0
ARVCF	421	O00192	22	8	7	0	3	0	4	0	0	0	0
RPL29	6159	P47914	22	6	5	5	4	0	2	0	0	0	0
MOV10	4343	Q9HCE1	22	7	2	2	6	0	5	0	0	0	0
AKR1B1	231	P15121	22	6	7	4	3	0	2	0	0	0	0
RPL22	6146	P35268	22	8	9	3	1	1	0	0	0	0	0
PVR	5817	P15151	22	6	8	2	0	0	6	0	0	0	0
STAT3	6774	P40763	22	8	7	1	2	0	4	0	0	0	0
WWP2	11060	O00308	22	10	4	2	4	0	2	0	0	0	0
CTTN	2017	Q14247	22	8	7	2	0	0	5	0	0	0	0
RPA1	6117	P27694	22	6	8	1	3	0	4	0	0	0	0
MACF1	23499	Q9UPN3	22	9	7	2	2	1	1	0	0	0	0
SLC39A14	23516	Q15043	22	10	6	2	1	0	3	0	0	0	0
HLA-E	3133	P13747	22	15	3	0	2	0	2	0	0	0	0
MLLT4	4301	P55196	22	11	8	2	1	0	0	0	0	0	0
NONO	4841	Q15233	22	4	10	1	2	0	5	0	0	0	0
PCK2	5106	Q16822	22	5	6	1	5	0	5	0	0	0	0
SLC7A11	23657	Q9UPY5	22	3	7	1	4	0	7	0	0	0	0
BLVRB	645	P30043	22	7	1	2	5	0	7	0	0	0	0
DHX15	1665	O43143	22	5	8	4	0	0	5	0	0	0	0
EPHX1	2052	P07099	22	4	8	3	6	0	1	0	0	0	0
CHMP1A	5119	Q9HD42	22	6	10	4	1	0	1	0	0	0	0
PRKACA	5566	P17612	22	8	6	3	4	0	1	0	0	0	0
PTPRG	5793	P23470	22	1	7	2	3	0	9	0	0	0	0
RPL38	6169	P63173	22	13	3	2	3	0	1	0	0	0	0
KIAA1609	57707	Q6P9B6	22	7	4	4	3	0	4	0	0	0	0
ALPP	250	P05187	22	14	6	2	0	0	0	0	0	0	0
EPB41	2035	P11171	22	9	8	0	1	0	4	0	0	0	0
FAH	2184	P16930	22	7	7	2	5	1	0	0	0	0	0
HDAC1	3065	Q13547	22	4	6	1	4	0	7	0	0	0	0
MTA2	9219	O94776	22	5	10	2	2	0	3	0	0	0	0
SMC4	10051	Q9NTJ3	22	6	7	1	3	0	5	0	0	0	0
STUB1	10273	Q9UNE7	22	9	9	3	0	0	1	0	0	0	0
PLXND1	23129	Q9Y4D7	22	10	5	1	3	0	3	0	0	0	0
RANBP6	26953	O60518	22	11	1	4	2	0	4	0	0	0	0
GLOD4	51031	Q9HC38	22	13	2	3	2	0	2	0	0	0	0
RAB23	51715	Q9ULC3	22	9	7	3	1	0	2	0	0	0	0
CD58	965	P19256	22	7	7	3	4	0	1	0	0	0	0
COL4A2	1284	P08572	22	4	8	4	2	0	3	0	0	0	1
FUCA1	2517	P04066	22	11	3	3	1	0	4	0	0	0	0
PRPS2	5634	P11908	22	10	5	2	1	0	4	0	0	0	0
PTPRK	5796	Q15262	22	7	8	1	2	0	4	0	0	0	0
SLC4A2	6522	P04920	22	2	8	3	2	0	7	0	0	0	0
UAP1	6675	Q16222	22	7	6	3	2	0	4	0	0	0	0
TSPAN8	7103	P19075	22	17	0	2	2	0	1	0	0	0	0
ANP32A	8125	P39687	22	10	7	4	1	0	0	0	0	0	0
SRRT	51593	Q9BXP5	22	6	9	2	2	0	3	0	0	0	0
LRRC59	55379	Q96AG4	22	8	9	3	1	0	1	0	0	0	0
PLBD1	79887	Q6P4A8	22	7	4	1	5	0	5	0	0	0	0
FAM171A1	221061	Q5VUB5	22	5	8	3	3	0	3	0	0	0	0
ADH5	128	P11766	22	9	9	1	2	0	1	0	0	0	0
BLMH	642	Q13867	22	7	7	4	0	1	3	0	0	0	0
CBS	875	P35520	22	4	8	2	2	0	6	0	0	0	0
HDLBP	3069	Q00341	22	8	9	1	4	0	0	0	0	0	0
THBS4	7060	P35443	22	6	5	2	5	1	3	0	0	0	0
TSTA3	7264	Q13630	22	8	8	4	0	0	2	0	0	0	0
PKP4	8502	Q99569	22	8	6	0	2	0	6	0	0	0	0
PSME3	10197	P61289	22	12	4	1	3	1	1	0	0	0	0
NCAPG	64151	Q9BPX3	22	10	5	2	1	0	4	0	0	0	0
NAPRT1	93100	Q6XQN6	22	8	6	3	1	0	4	0	0	0	0
CPNE2	221184	Q96FN4	22	12	6	1	1	0	2	0	0	0	0
GSTK1	373156	Q9Y2Q3	22	5	2	3	3	0	9	0	0	0	0
C11orf2	738	Q9UID3	22	12	2	2	3	0	3	0	0	0	0
COL6A2	1292	P12110	22	2	5	2	3	6	4	0	0	0	0
CYB5A	1528	P00167	22	5	3	2	2	0	10	0	0	0	0
PLAUR	5329	Q03405	22	11	5	2	1	1	2	0	0	0	0
RPS28	6234	P62857	22	13	6	3	0	0	0	0	0	0	0
EEA1	8411	Q15075	22	6	3	4	4	0	5	0	0	0	0
CUL2	8453	Q13617	22	5	6	2	2	0	7	0	0	0	0
PRKRA	8575	O75569	22	6	7	4	1	0	4	0	0	0	0
AP1M1	8907	Q9BXS5	22	8	8	2	2	0	2	0	0	0	0
GNE	10020	Q9Y223	22	10	5	2	2	0	3	0	0	0	0
ARL6IP5	10550	O75915	22	3	9	4	1	0	5	0	0	0	0
LYPD3	27076	O95274	22	4	3	1	4	0	10	0	0	0	0
NTMT1	28989	Q9BV86	22	4	6	5	3	0	4	0	0	0	0
MINK1	50488	Q8N4C8	22	16	4	2	0	0	0	0	0	0	0
SH3GLB1	51100	Q9Y371	22	3	7	4	5	0	3	0	0	0	0
ODZ3	55714	Q9P273	22	6	8	2	2	0	4	0	0	0	0
NCEH1	57552	Q6PIU2	22	6	7	3	2	0	4	0	0	0	0
NXN	64359	Q6DKJ4	22	8	4	4	1	0	5	0	0	0	0
EPS8L3	79574	Q8TE67	22	13	3	2	0	0	4	0	0	0	0
CA9	768	Q16790	22	10	5	2	1	1	3	0	0	0	0
HMGB2	3148	P26583	22	9	5	2	1	0	5	0	0	0	0
HMGB3	3149	O15347	22	8	5	2	3	0	4	0	0	0	0
NSF	4905	P46459	22	5	9	2	1	0	5	0	0	0	0
PTPN11	5781	Q06124	22	7	4	2	1	0	8	0	0	0	0
TUBG1	7283	P23258	22	9	9	2	1	0	1	0	0	0	0
UBE2V2	7336	Q15819	22	11	4	1	2	0	4	0	0	0	0
BAG6	7917	P46379	22	9	8	2	3	0	0	0	0	0	0
GAN	8139	Q9H2C0	22	9	3	0	2	0	8	0	0	0	0
IRS2	8660	Q9Y4H2	22	4	5	2	3	0	8	0	0	0	0
PDCD5	9141	O14737	22	6	5	4	5	0	2	0	0	0	0
FGFBP1	9982	Q14512	22	11	7	0	0	0	4	0	0	0	0
SUGT1	10910	Q9Y2Z0	22	6	8	4	0	0	4	0	0	0	0
PUF60	22827	Q9UHX1	22	8	4	3	2	0	5	0	0	0	0
PELO	53918	Q9BRX2	22	3	8	3	5	0	3	0	0	0	0
TRPM4	54795	Q8TD43	22	7	3	4	1	0	7	0	0	0	0
SULF2	55959	Q8IWU5	22	6	6	3	5	0	2	0	0	0	0
UXS1	80146	Q8NBZ7	22	1	11	4	3	0	3	0	0	0	0
U2AF1L4	199746	Q8WU68	22	10	6	2	1	0	3	0	0	0	0
INPPL1	3636	O15357	22	8	4	1	5	0	4	0	0	0	0
VAV2	7410	P52735	22	5	5	4	5	0	3	0	0	0	0
ROCK2	9475	O75116	22	11	6	2	0	0	3	0	0	0	0
VPS26A	9559	O75436	22	11	2	3	4	0	2	0	0	0	0
KNTC1	9735	P50748	22	8	4	4	3	0	3	0	0	0	0
LMAN2	10960	Q12907	22	9	9	3	1	0	0	0	0	0	0
DNM3	26052	Q9UQ16	22	8	7	3	0	0	4	0	0	0	0
KIAA1967	57805	Q8N163	22	7	9	3	2	0	1	0	0	0	0
EPHA6	285220	Q9UF33	22	9	8	1	1	0	3	0	0	0	0
ALPPL2	251	P10696	22	10	6	4	1	0	1	0	0	0	0
EIF4G3	8672	O43432	22	4	8	2	4	0	4	0	0	0	0
TRIP10	9322	Q15642	22	7	3	4	4	0	4	0	0	0	0
MLEC	9761	Q14165	22	11	6	1	3	0	1	0	0	0	0
STAMBP	10617	O95630	22	8	4	2	3	0	5	0	0	0	0
NUDT5	11164	Q9UKK9	22	9	4	4	2	0	3	0	0	0	0
RPIA	22934	P49247	22	9	3	0	1	0	9	0	0	0	0
DNPEP	23549	Q9ULA0	22	11	7	1	3	0	0	0	0	0	0
EPN1	29924	Q9Y6I3	22	10	1	2	5	0	4	0	0	0	0
PSMG3	84262	Q9BT73	22	6	5	3	4	0	4	0	0	0	0
SLC2A3	6515	P11169	22	13	3	2	4	0	0	0	0	0	0
TTC37	9652	Q6PGP7	22	10	6	3	2	0	1	0	0	0	0
SRSF10	10772	O75494	22	8	6	4	2	0	2	0	0	0	0
FAM98A	25940	Q8NCA5	22	6	5	1	5	0	5	0	0	0	0
RFC3	5983	P40938	22	4	6	3	3	0	6	0	0	0	0
RAB25	57111	P57735	22	11	5	0	2	0	4	0	0	0	0
ELMO3	79767	Q96BJ8	22	7	3	0	1	0	11	0	0	0	0
HIST1H2BD	3017	P58876	21	14	4	2	1	0	0	0	0	0	0
ITGB3	3690	P05106	21	8	7	3	1	1	1	0	0	0	0
MME	4311	P08473	21	8	5	3	2	0	3	0	0	0	0
HNRNPA1	3178	P09651	21	8	8	2	3	0	0	0	0	0	0
HIST1H2BH	8345	Q93079	21	13	5	0	1	0	2	0	0	0	0
VCAN	1462	P13611	21	2	3	3	2	9	2	0	0	0	0
IPO9	55705	Q96P70	21	10	8	3	0	0	0	0	0	0	0
MMP14	4323	P50281	21	4	6	3	3	0	5	0	0	0	0
TPBG	7162	Q13641	21	6	8	3	3	0	1	0	0	0	0
SLC25A6	293	P12236	21	8	6	2	3	1	1	0	0	0	0
RBM39	9584	Q14498	21	12	3	2	1	0	3	0	0	0	0
U2AF2	11338	P26368	21	6	8	2	1	3	1	0	0	0	0
ASNA1	439	O43681	21	7	5	3	2	0	4	0	0	0	0
DPYSL3	1809	Q14195	21	10	4	1	3	0	3	0	0	0	0
PKLR	5313	P30613	21	11	8	1	1	0	0	0	0	0	0
SLC19A1	6573	P41440	21	4	4	4	4	1	4	0	0	0	0
SRM	6723	P19623	21	8	6	1	4	0	2	0	0	0	0
GIPC1	10755	O14908	21	7	9	2	0	2	1	0	0	0	0
FERMT2	10979	Q96AC1	21	5	9	3	1	1	2	0	0	0	0
LIPH	200879	Q8WWY8	21	4	7	0	2	0	8	0	0	0	0
ACACA	31	Q13085	21	5	7	3	0	0	6	0	0	0	0
ADK	132	P55263	21	6	10	3	1	0	1	0	0	0	0
C1QBP	708	Q07021	21	9	0	2	3	0	7	0	0	0	0
ETFA	2108	P13804	21	9	4	4	1	0	3	0	0	0	0
LSS	4047	P48449	21	6	7	4	4	0	0	0	0	0	0
MCM2	4171	P49736	21	5	7	0	3	0	6	0	0	0	0
TCEB2	6923	Q15370	21	7	7	3	0	0	4	0	0	0	0
BZW2	28969	Q9Y6E2	21	9	7	2	1	0	2	0	0	0	0
TEX10	54881	Q9NXF1	21	8	7	3	2	0	1	0	0	0	0
ACBD3	64746	Q9H3P7	21	7	4	3	4	0	3	0	0	0	0
GSK3B	2932	P49841	21	2	5	6	5	0	3	0	0	0	0
HINT1	3094	P49773	21	9	6	2	4	0	0	0	0	0	0
HSPE1	3336	P61604	21	8	5	4	2	1	1	0	0	0	0
STMN1	3925	P16949	21	7	8	3	0	1	2	0	0	0	0
RPL37A	6168	P61513	21	10	7	3	1	0	0	0	0	0	0
DDX23	9416	Q9BUQ8	21	5	6	0	5	0	5	0	0	0	0
SUB1	10923	P53999	21	11	4	2	0	1	3	0	0	0	0
FLVCR1	28982	Q9Y5Y0	21	7	5	0	2	0	7	0	0	0	0
CSNK1G1	53944	Q9HCP0	21	7	4	4	1	0	5	0	0	0	0
ENAH	55740	Q8N8S7	21	6	6	1	3	0	5	0	0	0	0
BTF3	689	P20290	21	4	2	4	3	0	8	0	0	0	0
GNL1	2794	P36915	21	1	10	3	5	0	2	0	0	0	0
KRT7	3855	P08729	21	15	6	0	0	0	0	0	0	0	0
PABPC3	5042	Q9H361	21	8	9	1	2	0	1	0	0	0	0
POLR2B	5431	P30876	21	6	10	3	2	0	0	0	0	0	0
CHORDC1	26973	Q9UHD1	21	1	9	2	1	0	8	0	0	0	0
ITFG3	83986	Q9H0X4	21	8	9	0	0	0	4	0	0	0	0
MTPN	136319	P58546	21	9	5	2	1	0	4	0	0	0	0
ASAH1	427	Q13510	21	7	5	1	3	0	5	0	0	0	0
PTTG1IP	754	P53801	21	7	9	2	3	0	0	0	0	0	0
LRP5	4041	O75197	21	11	4	4	1	0	1	0	0	0	0
NOP2	4839	P46087	21	7	5	2	2	0	5	0	0	0	0
NPC1	4864	O15118	21	4	10	4	3	0	0	0	0	0	0
NPR1	4881	P16066	21	4	9	0	5	0	3	0	0	0	0
OAT	4942	P04181	21	4	2	3	4	0	8	0	0	0	0
PYGM	5837	P11217	21	13	1	3	3	0	1	0	0	0	0
VSNL1	7447	P62760	21	11	4	2	2	0	2	0	0	0	0
NAA10	8260	P41227	21	8	5	2	2	0	4	0	0	0	0
DYNLL1	8655	P63167	21	9	6	4	2	0	0	0	0	0	0
CDC123	8872	O75794	21	1	5	2	5	0	8	0	0	0	0
FARP2	9855	O94887	21	5	3	3	4	0	6	0	0	0	0
SEC16A	9919	O15027	21	5	6	2	5	0	3	0	0	0	0
KIF20A	10112	O95235	21	11	1	1	4	0	4	0	0	0	0
POLR3A	11128	O14802	21	6	5	3	2	0	5	0	0	0	0
PRPF19	27339	Q9UMS4	21	11	6	1	3	0	0	0	0	0	0
LACTB2	51110	Q53H82	21	9	3	2	2	0	5	0	0	0	0
PLEKHB2	55041	Q96CS7	21	13	3	2	1	0	2	0	0	0	0
LRRC8A	56262	Q8IWT6	21	8	7	4	2	0	0	0	0	0	0
ENOPH1	58478	Q9UHY7	21	10	2	1	5	0	3	0	0	0	0
ACADVL	37	P49748	21	8	6	1	4	1	1	0	0	0	0
CD55	1604	P08174	21	9	6	4	1	0	0	0	0	0	1
DMBT1	1755	Q9UGM3	21	10	2	2	1	0	5	0	0	0	1
DYNC1LI2	1783	O43237	21	5	8	2	5	0	1	0	0	0	0
EFNB3	1949	Q15768	21	3	4	3	4	0	7	0	0	0	0
HBD	3045	P02042	21	5	7	3	2	0	4	0	0	0	0
JAK1	3716	P23458	21	8	8	2	1	0	2	0	0	0	0
KPNA3	3839	O00505	21	6	3	2	2	0	8	0	0	0	0
KPNA4	3840	O00629	21	6	4	2	4	0	5	0	0	0	0
PCBD1	5092	P61457	21	10	5	1	3	0	2	0	0	0	0
RPS27	6232	P42677	21	12	5	4	0	0	0	0	0	0	0
PTP4A1	7803	Q93096	21	11	3	2	4	0	1	0	0	0	0
WASL	8976	O00401	21	7	2	1	5	0	6	0	0	0	0
NTN1	9423	O95631	21	6	6	3	3	0	3	0	0	0	0
POP1	10940	Q99575	21	6	4	2	5	0	4	0	0	0	0
SLC39A6	25800	Q13433	21	9	7	3	2	0	0	0	0	0	0
HSD17B12	51144	Q53GQ0	21	12	3	2	4	0	0	0	0	0	0
CLIC5	53405	Q9NZA1	21	9	6	1	2	0	3	0	0	0	0
MMS19	64210	Q96T76	21	7	9	0	3	0	2	0	0	0	0
ANO6	196527	Q4KMQ2	21	10	5	3	1	0	2	0	0	0	0
TMED4	222068	Q7Z7H5	21	9	4	2	3	0	3	0	0	0	0
ZDHHC20	253832	Q5W0Z9	21	8	4	1	4	0	4	0	0	0	0
RNF103-CHMP3	100526767	Q9Y3E7	21	9	8	1	0	0	3	0	0	0	0
ATP6V1C1	528	P21283	21	3	7	1	1	0	9	0	0	0	0
CHD4	1108	Q14839	21	6	8	1	2	0	4	0	0	0	0
GAK	2580	O14976	21	8	6	2	1	0	4	0	0	0	0
GSTM1	2944	P09488	21	8	4	4	1	0	4	0	0	0	0
KIF5C	3800	O60282	21	14	6	0	1	0	0	0	0	0	0
NRD1	4898	O43847	21	5	3	3	5	0	5	0	0	0	0
ATP8B1	5205	O43520	21	8	3	1	4	0	5	0	0	0	0
STK10	6793	O94804	21	6	6	1	2	0	6	0	0	0	0
WFS1	7466	O76024	21	4	3	3	5	0	6	0	0	0	0
STK38	11329	Q15208	21	9	3	3	3	0	3	0	0	0	0
USP24	23358	Q9UPU5	21	7	7	1	2	0	4	0	0	0	0
ARHGEF16	27237	Q5VV41	21	9	4	1	4	0	3	0	0	0	0
GAR1	54433	Q9NY12	21	5	7	4	0	0	5	0	0	0	0
TMEM33	55161	P57088	21	5	5	4	3	0	4	0	0	0	0
ABCF3	55324	Q9NUQ8	21	10	6	2	3	0	0	0	0	0	0
ADCY6	112	O43306	21	5	7	0	5	0	4	0	0	0	0
ARHGAP1	392	Q07960	21	6	6	2	3	0	4	0	0	0	0
SLC7A2	6542	P52569	21	7	7	3	2	0	2	0	0	0	0
SLC12A4	6560	Q9UP95	21	10	5	4	2	0	0	0	0	0	0
ADAM17	6868	P78536	21	4	8	1	2	0	6	0	0	0	0
CUL5	8065	Q93034	21	10	5	1	5	0	0	0	0	0	0
BCAP31	10134	P51572	21	9	6	3	2	0	1	0	0	0	0
ACAA2	10449	P42765	21	10	3	1	2	2	3	0	0	0	0
IGF2BP3	10643	O00425	21	3	6	3	4	0	5	0	0	0	0
C20orf27	54976	Q9GZN8	21	3	4	2	4	0	8	0	0	0	0
ATAD3A	55210	Q9NVI7	21	4	5	3	5	0	4	0	0	0	0
ACTR10	55860	Q9NZ32	21	7	5	2	2	0	5	0	0	0	0
C12orf10	60314	Q9HB07	21	10	4	1	1	0	5	0	0	0	0
DCUN1D3	123879	Q8IWE4	21	8	2	4	5	0	2	0	0	0	0
C20orf152	140894	Q96M20	21	6	2	2	6	0	5	0	0	0	0
NOTUM	147111	Q6P988	21	9	3	2	4	0	3	0	0	0	0
JAG1	182	P78504	21	10	5	2	0	0	4	0	0	0	0
MYO9B	4650	Q13459	21	5	3	0	4	0	9	0	0	0	0
PRKAR1A	5573	P10644	21	6	9	1	1	0	4	0	0	0	0
FZD7	8324	O75084	21	6	8	2	3	0	2	0	0	0	0
HYAL2	8692	Q12891	21	4	5	2	6	0	4	0	0	0	0
UBE2C	11065	O00762	21	2	6	4	3	0	6	0	0	0	0
DNAJC2	27000	Q99543	21	4	5	2	4	0	6	0	0	0	0
TTC38	55020	Q5R3I4	21	6	4	2	5	0	4	0	0	0	0
C19orf10	56005	Q969H8	21	7	1	2	4	0	7	0	0	0	0
FAM65A	79567	Q6ZS17	21	4	5	3	3	0	6	0	0	0	0
TNKS1BP1	85456	Q9C0C2	21	8	2	1	3	0	7	0	0	0	0
VPS26B	112936	Q4G0F5	21	5	7	2	5	0	2	0	0	0	0
SBSN	374897	Q6UWP8	21	4	5	2	3	0	7	0	0	0	0
GLA	2717	P06280	21	5	9	1	2	0	4	0	0	0	0
PTPRS	5802	Q13332	21	5	7	1	3	0	5	0	0	0	0
TBRG4	9238	Q969Z0	21	5	3	3	5	0	5	0	0	0	0
PANX1	24145	Q96RD7	21	5	3	1	1	0	11	0	0	0	0
GDPD3	79153	Q7L5L3	21	5	3	1	4	0	8	0	0	0	0
DTD1	92675	Q8TEA8	21	1	4	3	5	0	8	0	0	0	0
SAP18	10284	O00422	21	6	8	3	3	0	1	0	0	0	0
C1orf68	100129271	Q5T750	21	5	3	3	5	1	4	0	0	0	0
HIST1H3A	8350	P68431	20	10	2	3	3	1	1	0	0	0	0
F5	2153	P12259	20	10	4	1	1	1	3	0	0	0	0
RPL32	6161	P62910	20	9	5	3	3	0	0	0	0	0	0
APOA1	335	P02647	20	6	3	2	4	1	4	0	0	0	0
LMNB1	4001	P20700	20	1	8	3	1	0	7	0	0	0	0
PLCB4	5332	Q15147	20	12	4	1	3	0	0	0	0	0	0
RPS23	6228	P62266	20	8	6	2	2	1	1	0	0	0	0
CACNA2D1	781	P54289	20	3	8	4	1	0	4	0	0	0	0
MARK2	2011	Q7KZI7	20	7	5	0	2	0	6	0	0	0	0
H2AFY2	55506	Q9P0M6	20	7	7	2	4	0	0	0	0	0	0
FERMT3	83706	Q86UX7	20	4	6	4	4	1	1	0	0	0	0
PRKCSH	5589	P14314	20	12	5	1	0	0	2	0	0	0	0
S100A4	6275	P26447	20	6	6	2	1	0	5	0	0	0	0
HAT1	8520	O14929	20	7	9	0	4	0	0	0	0	0	0
ANLN	54443	Q9NQW6	20	7	8	1	3	0	1	0	0	0	0
CKMT1B	1159	P12532	20	9	6	1	1	0	3	0	0	0	0
SRPX	8406	P78539	20	2	7	3	4	0	4	0	0	0	0
PITRM1	10531	Q5JRX3	20	5	5	2	4	0	4	0	0	0	0
GLT25D1	79709	Q8NBJ5	20	4	5	2	2	0	7	0	0	0	0
RAB12	201475	Q6IQ22	20	7	8	3	1	0	1	0	0	0	0
GALNT2	2590	Q10471	20	2	10	2	3	0	3	0	0	0	0
HBG1	3047	P69891	20	5	6	1	4	0	4	0	0	0	0
MATN2	4147	O00339	20	5	6	2	3	1	3	0	0	0	0
OAS2	4939	P29728	20	9	3	3	3	0	2	0	0	0	0
MAP2K1	5604	Q02750	20	3	6	2	3	0	6	0	0	0	0
SHMT1	6470	P34896	20	2	9	0	0	1	8	0	0	0	0
IQGAP2	10788	Q13576	20	15	2	0	0	0	3	0	0	0	0
CIT	11113	O14578	20	10	5	1	4	0	0	0	0	0	0
COMT	1312	P21964	20	6	6	2	4	0	2	0	0	0	0
ME1	4199	P48163	20	10	5	0	0	0	5	0	0	0	0
RPA2	6118	P15927	20	8	5	3	1	0	3	0	0	0	0
VAMP2	6844	P63027	20	11	4	1	3	0	1	0	0	0	0
DYNLT1	6993	P63172	20	7	7	1	2	0	3	0	0	0	0
XPNPEP1	7511	Q9NQW7	20	10	5	0	0	0	5	0	0	0	0
SEC22B	9554	O75396	20	4	7	3	4	0	2	0	0	0	0
CCT6B	10693	Q92526	20	15	1	0	4	0	0	0	0	0	0
HNRNPA0	10949	Q13151	20	7	8	1	3	0	1	0	0	0	0
EML4	27436	Q9HC35	20	7	8	3	1	0	1	0	0	0	0
THOC2	57187	Q8NI27	20	4	7	3	4	0	2	0	0	0	0
TMEM43	79188	Q9BTV4	20	4	5	4	4	0	3	0	0	0	0
ACO2	50	Q99798	20	6	3	4	4	0	3	0	0	0	0
ATP6V0A1	535	Q93050	20	7	6	3	1	0	3	0	0	0	0
CALM3	808	P0DP23	20	12	6	1	0	1	0	0	0	0	0
DBN1	1627	Q16643	20	5	8	3	3	0	1	0	0	0	0
HLA-F	3134	P30511	20	5	8	0	3	0	4	0	0	0	0
LGALS8	3964	O00214	20	3	5	3	1	0	8	0	0	0	0
SMAD5	4090	Q99717	20	5	5	3	1	0	6	0	0	0	0
PPP5C	5536	P53041	20	6	2	4	0	0	8	0	0	0	0
DPM1	8813	O60762	20	5	1	2	2	2	8	0	0	0	0
BAG2	9532	O95816	20	10	7	1	0	1	1	0	0	0	0
SPINT2	10653	O43291	20	7	6	2	3	0	2	0	0	0	0
SUPT16H	11198	Q9Y5B9	20	7	8	2	0	0	3	0	0	0	0
KIAA1279	26128	Q96EK5	20	5	8	0	3	0	4	0	0	0	0
THG1L	54974	Q9NWX6	20	3	2	4	3	0	8	0	0	0	0
NAA25	80018	Q14CX7	20	10	1	2	2	0	5	0	0	0	0
CPNE8	144402	Q86YQ8	20	1	7	3	5	0	4	0	0	0	0
HIST1H2AA	221613	Q96QV6	20	13	2	1	0	0	4	0	0	0	0
ECHS1	1892	P30084	20	4	5	4	0	2	5	0	0	0	0
PPAT	5471	Q06203	20	4	6	1	1	0	8	0	0	0	0
SLC1A1	6505	P43005	20	10	2	2	2	0	4	0	0	0	0
SORL1	6653	Q92673	20	9	5	2	2	0	2	0	0	0	0
UGCG	7357	Q16739	20	4	8	4	4	0	0	0	0	0	0
SLC30A1	7779	Q9Y6M5	20	4	7	1	5	0	3	0	0	0	0
RTCA	8634	O00442	20	3	6	4	3	0	4	0	0	0	0
HOMER3	9454	Q9NSC5	20	5	6	2	3	0	4	0	0	0	0
CLINT1	9685	Q14677	20	3	5	3	2	0	7	0	0	0	0
ZZEF1	23140	O43149	20	6	7	1	4	0	2	0	0	0	0
CLIC6	54102	Q96NY7	20	6	5	4	1	0	4	0	0	0	0
CPVL	54504	Q9H3G5	20	8	8	1	2	0	1	0	0	0	0
NAT10	55226	Q9H0A0	20	3	9	0	2	0	6	0	0	0	0
LAPTM4B	55353	Q86VI4	20	1	5	4	3	0	7	0	0	0	0
TMEM165	55858	Q9HC07	20	5	6	3	5	0	1	0	0	0	0
ATL2	64225	Q8NHH9	20	8	6	2	4	0	0	0	0	0	0
EPPK1	83481	P58107	20	6	9	2	1	0	2	0	0	0	0
NHLRC2	374354	Q8NBF2	20	7	7	2	2	0	2	0	0	0	0
LCN2	3934	P80188	20	3	6	2	3	0	6	0	0	0	0
MAP4	4134	P27816	20	4	8	2	1	0	5	0	0	0	0
MCM6	4175	Q14566	20	7	9	2	2	0	0	0	0	0	0
RPL36AL	6166	Q969Q0	20	10	4	1	2	0	3	0	0	0	0
VAV1	7409	P15498	20	5	5	2	4	0	4	0	0	0	0
ZNF259	8882	O75312	20	7	1	1	5	0	6	0	0	0	0
ITM2B	9445	Q9Y287	20	6	8	1	1	0	4	0	0	0	0
NUP93	9688	Q8N1F7	20	3	8	4	1	0	4	0	0	0	0
TSPAN1	10103	O60635	20	11	4	0	3	0	2	0	0	0	0
PLXNC1	10154	O60486	20	9	8	2	1	0	0	0	0	0	0
PDLIM5	10611	Q96HC4	20	6	8	1	2	0	3	0	0	0	0
EBNA1BP2	10969	Q99848	20	6	3	3	4	0	4	0	0	0	0
HSPA14	51182	Q0VDF9	20	4	4	4	3	0	5	0	0	0	0
MBD3	53615	O95983	20	5	6	0	3	0	6	0	0	0	0
PCBP3	54039	P57721	20	5	5	2	3	0	5	0	0	0	0
EPS8L1	54869	Q8TE68	20	10	6	2	1	0	1	0	0	0	0
C20orf11	54994	Q9NWU2	20	4	8	3	0	0	5	0	0	0	0
CCBL2	56267	Q6YP21	20	8	6	1	0	0	5	0	0	0	0
TOMM22	56993	Q9NS69	20	3	7	3	2	0	5	0	0	0	0
EXOC8	149371	Q8IYI6	20	8	5	1	1	0	5	0	0	0	0
MBLAC2	153364	Q68D91	20	6	3	2	4	0	5	0	0	0	0
KIF4B	285643	Q2VIQ3	20	8	3	2	3	0	4	0	0	0	0
DNASE1L1	1774	P49184	20	3	6	0	6	0	5	0	0	0	0
ECH1	1891	Q13011	20	7	7	0	5	0	1	0	0	0	0
HPCAL1	3241	P37235	20	9	4	4	1	0	2	0	0	0	0
SMAD3	4088	P84022	20	6	5	3	3	0	3	0	0	0	0
OSBP	5007	P22059	20	8	7	2	1	0	2	0	0	0	0
PEPD	5184	P12955	20	9	9	2	0	0	0	0	0	0	0
PFDN4	5203	Q9NQP4	20	8	5	2	4	0	1	0	0	0	0
PLA2G4A	5321	P47712	20	8	5	0	4	0	3	0	0	0	0
PSMD4	5710	P55036	20	6	7	4	0	0	3	0	0	0	0
PURB	5814	Q96QR8	20	5	7	1	2	0	5	0	0	0	0
RAP1GDS1	5910	P52306	20	6	9	4	0	0	1	0	0	0	0
S100A9	6280	P06702	20	9	1	2	2	0	6	0	0	0	0
THOP1	7064	P52888	20	7	3	3	3	0	4	0	0	0	0
TRIP6	7205	Q15654	20	4	3	5	3	0	5	0	0	0	0
FXR1	8087	P51114	20	4	9	1	3	0	3	0	0	0	0
